"","date_report","NL_new_cases","NL_import","NL_contacts","NS_new_cases","NS_import","NS_contacts","NB_new_cases","NB_import","NB_contacts","PEI_new_cases","PEI_import","PEI_contacts","YT_new_cases","YT_import","YT_contacts","NWT_new_cases","NWT_import","NWT_contacts","NU_new_cases","NU_import","NU_contacts"
"167",2020-12-15,0,1,0,6,0,6,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
"168",2020-12-16,5,5,0,4,0,3,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"169",2020-12-17,3,2,1,6,3,2,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"170",2020-12-18,5,4,0,6,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"171",2020-12-19,8,8,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"172",2020-12-20,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",2020-12-21,0,0,0,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"174",2020-12-22,1,1,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",2020-12-23,1,1,0,4,0,3,5,4,1,0,0,0,0,0,0,0,0,0,2,0,0
"176",2020-12-24,0,0,0,7,1,3,2,0,0,3,3,0,1,0,0,0,0,0,1,0,0
"177",2020-12-25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",2020-12-26,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",2020-12-27,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",2020-12-28,2,2,0,13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"181",2020-12-29,1,0,0,2,1,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"182",2020-12-30,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",2020-12-31,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",2021-01-01,0,0,0,11,3,8,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"185",2021-01-02,0,0,0,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",2021-01-03,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",2021-01-04,1,1,0,4,1,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"188",2021-01-05,1,1,0,3,1,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"189",2021-01-06,0,0,0,12,4,8,31,0,0,4,4,0,1,0,0,0,0,0,0,0,0
"190",2021-01-07,0,0,0,3,1,3,24,0,0,1,1,0,3,0,0,0,0,0,0,0,0
"191",2021-01-08,0,0,0,2,2,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"192",2021-01-09,0,0,0,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2021-01-10,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2021-01-11,0,0,0,5,4,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2021-01-12,0,0,0,1,0,1,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"196",2021-01-13,0,0,0,8,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2021-01-14,1,1,0,6,2,4,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"198",2021-01-15,1,1,0,2,0,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"199",2021-01-16,0,0,0,4,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",2021-01-17,1,1,0,3,3,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"201",2021-01-18,0,0,0,0,0,0,26,0,0,4,3,1,0,0,0,0,0,0,0,0,0
"202",2021-01-19,0,0,0,4,3,1,31,0,0,2,1,1,0,0,0,2,0,0,0,0,0
"203",2021-01-20,0,0,0,3,2,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"204",2021-01-21,1,0,1,1,1,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"205",2021-01-22,1,1,0,5,3,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"206",2021-01-23,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",2021-01-24,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"208",2021-01-25,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"209",2021-01-26,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2021-01-27,2,1,0,4,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",2021-01-28,4,1,3,0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"212",2021-01-29,4,2,2,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",2021-01-30,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"214",2021-01-31,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"215",2021-02-01,0,0,0,1,0,1,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"216",2021-02-02,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"217",2021-02-03,2,2,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",2021-02-04,1,0,1,1,1,0,16,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"219",2021-02-05,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",2021-02-06,3,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"221",2021-02-07,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",2021-02-08,11,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",2021-02-09,30,0,0,1,1,0,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"224",2021-02-10,53,0,0,1,0,1,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"225",2021-02-11,100,0,0,2,0,2,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0
"226",2021-02-12,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",2021-02-13,26,0,0,2,2,0,16,0,0,0,0,0,1,0,0,0,0,0,5,0,0
"228",2021-02-14,11,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"229",2021-02-15,7,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,7,0,0
"230",2021-02-16,7,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"231",2021-02-17,44,0,2,3,1,1,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0
"232",2021-02-18,48,0,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,6,0,0
"233",2021-02-19,60,0,0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"234",2021-02-20,38,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"235",2021-02-21,25,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"236",2021-02-22,13,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0
"237",2021-02-23,15,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",2021-02-24,8,0,0,3,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0
"239",2021-02-25,10,0,0,8,1,4,1,0,1,3,0,0,0,0,0,0,0,0,4,0,0
"240",2021-02-26,4,0,0,10,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"241",2021-02-27,4,0,0,4,1,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"242",2021-02-28,7,0,0,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"243",2021-03-01,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"244",2021-03-02,5,0,0,1,0,1,4,0,0,4,0,1,0,0,0,0,0,0,1,0,0
"245",2021-03-03,3,0,3,3,0,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"246",2021-03-04,5,1,0,3,0,2,5,1,0,1,0,1,0,0,0,0,0,0,10,0,0
"247",2021-03-05,1,0,1,2,0,1,4,1,0,1,0,1,0,0,0,0,0,0,4,0,0
"248",2021-03-06,2,0,2,6,2,4,6,3,2,0,0,0,0,0,0,0,0,0,4,0,0
"249",2021-03-07,1,1,0,2,1,1,2,0,1,2,0,2,0,0,0,0,0,0,4,0,0
"250",2021-03-08,3,0,3,0,0,0,4,2,3,2,1,1,0,0,0,0,0,0,0,0,0
"251",2021-03-09,1,0,1,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",2021-03-10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",2021-03-11,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",2021-03-12,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"255",2021-03-13,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"256",2021-03-14,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",2021-03-15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",2021-03-16,1,1,0,2,0,1,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0
"259",2021-03-17,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0
"260",2021-03-18,1,1,0,3,1,2,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
"261",2021-03-19,0,0,0,3,0,3,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0
"262",2021-03-20,0,0,0,2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"263",2021-03-21,0,0,0,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",2021-03-22,0,0,0,2,0,2,8,3,5,2,1,1,0,0,0,0,0,0,0,0,0
"265",2021-03-23,0,0,0,1,1,0,7,2,4,2,0,1,0,0,0,0,0,0,0,0,0
"266",2021-03-24,1,0,1,5,2,3,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"267",2021-03-25,0,0,0,3,2,1,30,5,0,1,0,1,0,1,0,0,0,0,0,0,0
"268",2021-03-26,0,0,0,5,0,5,13,1,6,3,3,0,1,0,0,0,0,0,0,0,0
"269",2021-03-27,0,0,0,5,0,5,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"270",2021-03-28,1,1,0,2,1,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"271",2021-03-29,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"272",2021-03-30,2,2,0,3,1,1,14,6,8,3,0,3,0,0,0,0,0,0,0,0,0
"273",2021-03-31,1,0,0,2,2,0,12,1,11,0,0,0,1,0,0,0,0,0,0,0,0
"274",2021-04-01,1,1,0,3,2,1,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"275",2021-04-02,0,0,0,9,9,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"276",2021-04-03,0,0,0,4,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",2021-04-04,0,0,0,7,3,4,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"278",2021-04-05,0,0,0,2,1,1,10,7,3,0,0,0,0,0,0,1,0,0,0,0,0
"279",2021-04-06,0,0,0,6,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"280",2021-04-07,1,1,0,2,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",2021-04-08,1,0,0,5,5,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"282",2021-04-09,3,1,0,2,1,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"283",2021-04-10,4,0,4,7,4,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",2021-04-11,0,0,1,5,3,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"285",2021-04-12,1,0,0,7,5,2,10,0,0,3,3,0,1,0,0,0,0,0,0,0,0
"286",2021-04-13,1,0,1,6,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"287",2021-04-14,3,3,0,2,2,0,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"288",2021-04-15,2,2,0,3,3,0,6,2,0,2,2,0,0,0,0,0,0,0,1,0,0
"289",2021-04-16,3,3,0,6,5,1,9,2,1,0,0,0,0,0,0,0,0,0,12,0,0
"290",2021-04-17,3,2,1,8,6,2,11,0,2,0,0,0,0,0,0,0,0,0,6,0,0
"291",2021-04-18,1,1,0,7,4,2,10,1,0,3,3,0,0,0,0,0,0,0,3,0,0
"292",2021-04-19,3,2,1,15,7,5,9,3,0,3,3,0,1,0,0,0,0,0,6,0,0
"293",2021-04-20,2,2,0,9,3,5,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0
"294",2021-04-21,1,1,0,25,8,9,7,2,2,0,0,0,1,1,0,2,0,0,1,0,0
"295",2021-04-22,3,1,2,38,9,19,19,6,11,1,1,0,0,0,0,1,0,0,3,0,0
"296",2021-04-23,1,0,0,44,0,0,16,10,2,0,0,0,2,0,0,2,0,0,9,0,0
"297",2021-04-24,3,0,0,52,0,0,8,0,4,0,0,0,0,0,0,0,0,0,7,0,0
"298",2021-04-25,2,2,0,63,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0
"299",2021-04-26,4,4,0,66,0,0,7,0,6,2,1,1,1,0,0,3,0,0,9,0,0
"300",2021-04-27,0,0,0,96,0,0,24,0,21,0,0,0,0,0,0,0,0,0,8,0,0
"301",2021-04-28,4,4,0,75,0,0,8,0,2,2,2,0,0,0,0,0,0,0,6,0,0
"302",2021-04-29,2,2,0,70,0,0,10,1,7,0,0,0,0,0,0,0,0,0,12,0,0
"303",2021-04-30,8,7,0,67,0,0,15,7,0,2,2,0,0,0,0,0,0,0,11,0,0
"304",2021-05-01,5,4,0,148,0,0,18,1,3,0,0,0,0,0,0,0,0,0,8,0,0
"305",2021-05-02,18,7,0,133,0,0,6,1,4,1,1,0,0,0,0,1,0,0,11,0,0
"306",2021-05-03,5,1,3,146,0,0,15,3,4,0,0,0,1,1,0,7,0,0,8,0,0
"307",2021-05-04,4,3,0,153,0,0,4,4,0,1,1,0,0,0,0,12,0,0,7,0,0
"308",2021-05-05,6,4,2,175,0,0,11,2,6,0,0,0,0,0,0,14,0,0,5,0,0
"309",2021-05-06,6,3,1,182,0,0,11,9,0,2,2,0,0,0,0,13,0,0,12,0,0
"310",2021-05-07,7,6,1,227,0,0,8,2,3,1,1,0,0,0,0,1,0,0,1,0,0
"311",2021-05-08,6,4,1,163,0,0,8,3,4,0,0,0,0,0,0,0,0,0,7,0,0
"312",2021-05-09,5,4,1,163,0,0,6,0,1,0,0,0,0,0,0,0,0,0,5,0,0
"313",2021-05-10,3,2,1,117,0,0,11,6,1,1,1,0,0,0,0,3,0,0,7,0,0
"314",2021-05-11,15,13,2,118,0,0,2,0,0,0,0,0,2,1,0,10,0,0,14,0,0
"315",2021-05-12,10,7,3,145,0,0,9,0,2,0,0,0,0,0,0,2,0,0,8,0,0
"316",2021-05-13,7,5,2,110,0,0,16,2,0,1,0,1,0,0,0,1,0,0,12,0,0
"317",2021-05-14,6,4,2,117,0,0,5,0,0,2,2,0,0,0,0,6,0,0,12,0,0
"318",2021-05-15,5,5,0,86,0,0,7,1,0,1,0,1,0,0,0,0,0,0,5,0,0
"319",2021-05-16,9,9,0,126,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"320",2021-05-17,10,4,6,91,0,0,10,1,5,1,1,0,0,0,0,0,0,0,0,0,0
"321",2021-05-18,6,4,2,90,0,0,10,1,0,2,2,0,0,0,0,4,0,0,6,0,0
"322",2021-05-19,3,2,1,83,0,0,8,1,3,5,2,3,0,0,0,1,0,0,4,0,0
"323",2021-05-20,4,2,1,65,0,0,7,1,5,0,0,0,0,0,0,0,0,0,2,0,0
"324",2021-05-21,10,2,7,84,0,0,15,4,1,1,1,0,0,0,0,1,0,0,1,0,0
"325",2021-05-22,4,1,1,64,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"326",2021-05-23,23,2,21,73,0,0,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"327",2021-05-24,5,1,4,49,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"328",2021-05-25,11,0,11,52,0,0,9,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"329",2021-05-26,4,1,3,37,0,0,10,0,6,0,0,0,0,0,0,0,0,0,7,0,0
"330",2021-05-27,6,2,3,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",2021-05-28,14,2,1,40,0,0,9,4,5,2,2,0,0,0,0,0,0,0,1,0,0
"332",2021-05-29,9,3,6,33,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",2021-05-30,7,0,7,20,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"334",2021-05-31,2,1,1,17,0,0,10,0,0,2,2,0,0,0,0,1,0,0,0,0,0
